Date;Team;Opponent;For;Against;Venue;Result;Season;MD;Result Margin
13.03.2021;Dinamo Moscow;Spartak Moscow;1;2;H;L;2020/21;22;-1
13.03.2021;Spartak Moscow;Dinamo Moscow;2;1;A;W;2020/21;22;1
14.03.2021;Ufa;Rubin Kazan;0;3;H;L;2020/21;22;-3
14.03.2021;Rubin Kazan;Ufa;3;0;A;W;2020/21;22;3
14.03.2021;Tambov;FK Krasnodar;0;4;H;L;2020/21;22;-4
14.03.2021;FK Krasnodar;Tambov;4;0;A;W;2020/21;22;4
14.03.2021;Lokomotiv Moscow;Sochi;3;1;H;W;2020/21;22;2
14.03.2021;Sochi;Lokomotiv Moscow;1;3;A;L;2020/21;22;-2
17.03.2021;Rotor Volgograd;Rostov;0;4;H;L;2020/21;23;-4
17.03.2021;Rostov;Rotor Volgograd;4;0;A;W;2020/21;23;4
17.03.2021;Akhmat Grozny;Arsenal Tula;2;0;H;W;2020/21;23;2
17.03.2021;Arsenal Tula;Akhmat Grozny;0;2;A;L;2020/21;23;-2
17.03.2021;CSKA Moscow;Zenit St Petersburg;2;3;H;L;2020/21;23;-1
17.03.2021;Zenit St Petersburg;CSKA Moscow;3;2;A;W;2020/21;23;1
18.03.2021;Ufa;Lokomotiv Moscow;0;1;H;L;2020/21;23;-1
18.03.2021;Lokomotiv Moscow;Ufa;1;0;A;W;2020/21;23;1
18.03.2021;Spartak Moscow;Ural;5;1;H;W;2020/21;23;4
18.03.2021;Ural;Spartak Moscow;1;5;A;L;2020/21;23;-4
18.03.2021;FK Krasnodar;Dinamo Moscow;2;3;H;L;2020/21;23;-1
18.03.2021;Dinamo Moscow;FK Krasnodar;3;2;A;W;2020/21;23;1
19.03.2021;Sochi;Tambov;5;0;H;W;2020/21;23;5
19.03.2021;Tambov;Sochi;0;5;A;L;2020/21;23;-5
19.03.2021;Rubin Kazan;FC Khimki;1;3;H;L;2020/21;23;-2
19.03.2021;FC Khimki;Rubin Kazan;3;1;A;W;2020/21;23;2
03.04.2021;Rotor Volgograd;Lokomotiv Moscow;0;2;H;L;2020/21;24;-2
03.04.2021;Lokomotiv Moscow;Rotor Volgograd;2;0;A;W;2020/21;24;2
03.04.2021;FK Krasnodar;Akhmat Grozny;0;5;H;L;2020/21;24;-5
03.04.2021;Akhmat Grozny;FK Krasnodar;5;0;A;W;2020/21;24;5
03.04.2021;Rubin Kazan;Sochi;1;0;H;W;2020/21;24;1
03.04.2021;Sochi;Rubin Kazan;0;1;A;L;2020/21;24;-1
03.04.2021;Dinamo Moscow;Ufa;4;0;H;W;2020/21;24;4
03.04.2021;Ufa;Dinamo Moscow;0;4;A;L;2020/21;24;-4
04.04.2021;Ural;Arsenal Tula;2;0;H;W;2020/21;24;2
04.04.2021;Arsenal Tula;Ural;0;2;A;L;2020/21;24;-2
04.04.2021;Tambov;CSKA Moscow;1;2;H;L;2020/21;24;-1
04.04.2021;CSKA Moscow;Tambov;2;1;A;W;2020/21;24;1
04.04.2021;Rostov;Spartak Moscow;2;3;H;L;2020/21;24;-1
04.04.2021;Spartak Moscow;Rostov;3;2;A;W;2020/21;24;1
05.04.2021;Zenit St Petersburg;FC Khimki;2;0;H;W;2020/21;24;2
05.04.2021;FC Khimki;Zenit St Petersburg;0;2;A;L;2020/21;24;-2
10.04.2021;FC Khimki;Tambov;1;0;H;W;2020/21;25;1
10.04.2021;Tambov;FC Khimki;0;1;A;L;2020/21;25;-1
10.04.2021;Ufa;Akhmat Grozny;3;0;H;W;2020/21;25;3
10.04.2021;Akhmat Grozny;Ufa;0;3;A;L;2020/21;25;-3
10.04.2021;Rostov;Rubin Kazan;0;1;H;L;2020/21;25;-1
10.04.2021;Rubin Kazan;Rostov;1;0;A;W;2020/21;25;1
11.04.2021;Arsenal Tula;FK Krasnodar;1;0;H;W;2020/21;25;1
11.04.2021;FK Krasnodar;Arsenal Tula;0;1;A;L;2020/21;25;-1
11.04.2021;Dinamo Moscow;Ural;2;2;H;D;2020/21;25;0
11.04.2021;Ural;Dinamo Moscow;2;2;A;D;2020/21;25;0
11.04.2021;Sochi;Zenit St Petersburg;1;2;H;L;2020/21;25;-1
11.04.2021;Zenit St Petersburg;Sochi;2;1;A;W;2020/21;25;1
11.04.2021;Lokomotiv Moscow;Spartak Moscow;2;0;H;W;2020/21;25;2
11.04.2021;Spartak Moscow;Lokomotiv Moscow;0;2;A;L;2020/21;25;-2
12.04.2021;CSKA Moscow;Rotor Volgograd;2;0;H;W;2020/21;25;2
12.04.2021;Rotor Volgograd;CSKA Moscow;0;2;A;L;2020/21;25;-2
17.04.2021;Akhmat Grozny;FC Khimki;3;1;H;W;2020/21;26;2
17.04.2021;FC Khimki;Akhmat Grozny;1;3;A;L;2020/21;26;-2
17.04.2021;Lokomotiv Moscow;Rostov;4;1;H;W;2020/21;26;3
17.04.2021;Rostov;Lokomotiv Moscow;1;4;A;L;2020/21;26;-3
17.04.2021;Rotor Volgograd;Dinamo Moscow;0;3;H;L;2020/21;26;-3
17.04.2021;Dinamo Moscow;Rotor Volgograd;3;0;A;W;2020/21;26;3
17.04.2021;FK Krasnodar;Zenit St Petersburg;2;2;H;D;2020/21;26;0
17.04.2021;Zenit St Petersburg;FK Krasnodar;2;2;A;D;2020/21;26;0
18.04.2021;Ural;Rubin Kazan;0;1;H;L;2020/21;26;-1
18.04.2021;Rubin Kazan;Ural;1;0;A;W;2020/21;26;1
18.04.2021;Arsenal Tula;Tambov;4;0;H;W;2020/21;26;4
18.04.2021;Tambov;Arsenal Tula;0;4;A;L;2020/21;26;-4
18.04.2021;Sochi;CSKA Moscow;2;1;H;W;2020/21;26;1
18.04.2021;CSKA Moscow;Sochi;1;2;A;L;2020/21;26;-1
18.04.2021;Spartak Moscow;Ufa;0;3;H;L;2020/21;26;-3
18.04.2021;Ufa;Spartak Moscow;3;0;A;W;2020/21;26;3
24.04.2021;Ural;Akhmat Grozny;1;1;H;D;2020/21;27;0
24.04.2021;Akhmat Grozny;Ural;1;1;A;D;2020/21;27;0
24.04.2021;Zenit St Petersburg;Rotor Volgograd;6;0;H;W;2020/21;27;6
24.04.2021;Rotor Volgograd;Zenit St Petersburg;0;6;A;L;2020/21;27;-6
24.04.2021;Dinamo Moscow;FC Khimki;0;1;H;L;2020/21;27;-1
24.04.2021;FC Khimki;Dinamo Moscow;1;0;A;W;2020/21;27;1
24.04.2021;Tambov;Lokomotiv Moscow;2;5;H;L;2020/21;27;-3
24.04.2021;Lokomotiv Moscow;Tambov;5;2;A;W;2020/21;27;3
25.04.2021;Ufa;Sochi;2;3;H;L;2020/21;27;-1
25.04.2021;Sochi;Ufa;3;2;A;W;2020/21;27;1
25.04.2021;Spartak Moscow;CSKA Moscow;1;0;H;W;2020/21;27;1
25.04.2021;CSKA Moscow;Spartak Moscow;0;1;A;L;2020/21;27;-1
25.04.2021;Rostov;Arsenal Tula;1;0;H;W;2020/21;27;1
25.04.2021;Arsenal Tula;Rostov;0;1;A;L;2020/21;27;-1
25.04.2021;Rubin Kazan;FK Krasnodar;0;1;H;L;2020/21;27;-1
25.04.2021;FK Krasnodar;Rubin Kazan;1;0;A;W;2020/21;27;1
01.05.2021;Rubin Kazan;Dinamo Moscow;2;0;H;W;2020/21;28;2
01.05.2021;Dinamo Moscow;Rubin Kazan;0;2;A;L;2020/21;28;-2
01.05.2021;Rotor Volgograd;Akhmat Grozny;1;0;H;W;2020/21;28;1
01.05.2021;Akhmat Grozny;Rotor Volgograd;0;1;A;L;2020/21;28;-1
01.05.2021;CSKA Moscow;Ufa;1;1;H;D;2020/21;28;0
01.05.2021;Ufa;CSKA Moscow;1;1;A;D;2020/21;28;0
01.05.2021;FK Krasnodar;Sochi;1;3;H;L;2020/21;28;-2
01.05.2021;Sochi;FK Krasnodar;3;1;A;W;2020/21;28;2
02.05.2021;FC Khimki;Ural;1;0;H;W;2020/21;28;1
02.05.2021;Ural;FC Khimki;0;1;A;L;2020/21;28;-1
02.05.2021;Rostov;Tambov;2;0;H;W;2020/21;28;2
02.05.2021;Tambov;Rostov;0;2;A;L;2020/21;28;-2
02.05.2021;Zenit St Petersburg;Lokomotiv Moscow;6;1;H;W;2020/21;28;5
02.05.2021;Lokomotiv Moscow;Zenit St Petersburg;1;6;A;L;2020/21;28;-5
03.05.2021;Arsenal Tula;Spartak Moscow;1;2;H;L;2020/21;28;-1
03.05.2021;Spartak Moscow;Arsenal Tula;2;1;A;W;2020/21;28;1
07.05.2021;Akhmat Grozny;Tambov;3;1;H;W;2020/21;29;2
07.05.2021;Tambov;Akhmat Grozny;1;3;A;L;2020/21;29;-2
07.05.2021;Sochi;Rotor Volgograd;2;1;H;W;2020/21;29;1
07.05.2021;Rotor Volgograd;Sochi;1;2;A;L;2020/21;29;-1
08.05.2021;Ufa;Zenit St Petersburg;0;0;H;D;2020/21;29;0
08.05.2021;Zenit St Petersburg;Ufa;0;0;A;D;2020/21;29;0
08.05.2021;Lokomotiv Moscow;Dinamo Moscow;0;0;H;D;2020/21;29;0
08.05.2021;Dinamo Moscow;Lokomotiv Moscow;0;0;A;D;2020/21;29;0
08.05.2021;Arsenal Tula;Rubin Kazan;2;4;H;L;2020/21;29;-2
08.05.2021;Rubin Kazan;Arsenal Tula;4;2;A;W;2020/21;29;2
08.05.2021;CSKA Moscow;FK Krasnodar;3;1;H;W;2020/21;29;2
08.05.2021;FK Krasnodar;CSKA Moscow;1;3;A;L;2020/21;29;-2
10.05.2021;Ural;Rostov;1;0;H;W;2020/21;29;1
10.05.2021;Rostov;Ural;0;1;A;L;2020/21;29;-1
10.05.2021;Spartak Moscow;FC Khimki;2;1;H;W;2020/21;29;1
10.05.2021;FC Khimki;Spartak Moscow;1;2;A;L;2020/21;29;-1
16.05.2021;Rostov;FK Krasnodar;1;3;H;L;2020/21;30;-2
16.05.2021;FK Krasnodar;Rostov;3;1;A;W;2020/21;30;2
16.05.2021;Akhmat Grozny;Spartak Moscow;2;2;H;D;2020/21;30;0
16.05.2021;Spartak Moscow;Akhmat Grozny;2;2;A;D;2020/21;30;0
16.05.2021;Dinamo Moscow;CSKA Moscow;3;2;H;W;2020/21;30;1
16.05.2021;CSKA Moscow;Dinamo Moscow;2;3;A;L;2020/21;30;-1
16.05.2021;Lokomotiv Moscow;Ural;1;0;H;W;2020/21;30;1
16.05.2021;Ural;Lokomotiv Moscow;0;1;A;L;2020/21;30;-1
16.05.2021;Tambov;Zenit St Petersburg;1;5;H;L;2020/21;30;-4
16.05.2021;Zenit St Petersburg;Tambov;5;1;A;W;2020/21;30;4
16.05.2021;Rubin Kazan;Rotor Volgograd;1;1;H;D;2020/21;30;0
16.05.2021;Rotor Volgograd;Rubin Kazan;1;1;A;D;2020/21;30;0
16.05.2021;FC Khimki;Sochi;0;0;H;D;2020/21;30;0
16.05.2021;Sochi;FC Khimki;0;0;A;D;2020/21;30;0
16.05.2021;Ufa;Arsenal Tula;2;1;H;W;2020/21;30;1
16.05.2021;Arsenal Tula;Ufa;1;2;A;L;2020/21;30;-1
23.07.2021;Rostov;Dinamo Moscow;0;2;H;L;2021/22;1;-2
23.07.2021;Dinamo Moscow;Rostov;2;0;A;W;2021/22;1;2
24.07.2021;FC Khimki;Zenit St Petersburg;1;3;H;L;2021/22;1;-2
24.07.2021;Zenit St Petersburg;FC Khimki;3;1;A;W;2021/22;1;2
24.07.2021;Lokomotiv Moscow;Arsenal Tula;3;1;H;W;2021/22;1;2
24.07.2021;Arsenal Tula;Lokomotiv Moscow;1;3;A;L;2021/22;1;-2
24.07.2021;Rubin Kazan;Spartak Moscow;1;0;H;W;2021/22;1;1
24.07.2021;Spartak Moscow;Rubin Kazan;0;1;A;L;2021/22;1;-1
25.07.2021;Ural;FK Krasnodar;0;3;H;L;2021/22;1;-3
25.07.2021;FK Krasnodar;Ural;3;0;A;W;2021/22;1;3
25.07.2021;Krylia Sovetov;Akhmat Grozny;1;2;H;L;2021/22;1;-1
25.07.2021;Akhmat Grozny;Krylia Sovetov;2;1;A;W;2021/22;1;1
25.07.2021;CSKA Moscow;Ufa;1;0;H;W;2021/22;1;1
25.07.2021;Ufa;CSKA Moscow;0;1;A;L;2021/22;1;-1
26.07.2021;Nizhny Novgorod;Sochi;1;0;H;W;2021/22;1;1
26.07.2021;Sochi;Nizhny Novgorod;0;1;A;L;2021/22;1;-1
30.07.2021;Krylia Sovetov;Spartak Moscow;0;1;H;L;2021/22;2;-1
30.07.2021;Spartak Moscow;Krylia Sovetov;1;0;A;W;2021/22;2;1
30.07.2021;Arsenal Tula;Rubin Kazan;0;3;H;L;2021/22;2;-3
30.07.2021;Rubin Kazan;Arsenal Tula;3;0;A;W;2021/22;2;3
31.07.2021;Ufa;Dinamo Moscow;2;3;H;L;2021/22;2;-1
31.07.2021;Dinamo Moscow;Ufa;3;2;A;W;2021/22;2;1
31.07.2021;CSKA Moscow;Lokomotiv Moscow;1;2;H;L;2021/22;2;-1
31.07.2021;Lokomotiv Moscow;CSKA Moscow;2;1;A;W;2021/22;2;1
01.08.2021;Ural;Nizhny Novgorod;1;1;H;D;2021/22;2;0
01.08.2021;Nizhny Novgorod;Ural;1;1;A;D;2021/22;2;0
01.08.2021;Rostov;Zenit St Petersburg;2;4;H;L;2021/22;2;-2
01.08.2021;Zenit St Petersburg;Rostov;4;2;A;W;2021/22;2;2
01.08.2021;FK Krasnodar;FC Khimki;0;1;H;L;2021/22;2;-1
01.08.2021;FC Khimki;FK Krasnodar;1;0;A;W;2021/22;2;1
02.08.2021;Akhmat Grozny;Sochi;1;2;H;L;2021/22;2;-1
02.08.2021;Sochi;Akhmat Grozny;2;1;A;W;2021/22;2;1
06.08.2021;Ufa;Lokomotiv Moscow;1;1;H;D;2021/22;3;0
06.08.2021;Lokomotiv Moscow;Ufa;1;1;A;D;2021/22;3;0
07.08.2021;Zenit St Petersburg;FK Krasnodar;3;2;H;W;2021/22;3;1
07.08.2021;FK Krasnodar;Zenit St Petersburg;2;3;A;L;2021/22;3;-1
07.08.2021;Arsenal Tula;Krylia Sovetov;2;1;H;W;2021/22;3;1
07.08.2021;Krylia Sovetov;Arsenal Tula;1;2;A;L;2021/22;3;-1
07.08.2021;Spartak Moscow;Nizhny Novgorod;1;2;H;L;2021/22;3;-1
07.08.2021;Nizhny Novgorod;Spartak Moscow;2;1;A;W;2021/22;3;1
08.08.2021;FC Khimki;Rostov;1;1;H;D;2021/22;3;0
08.08.2021;Rostov;FC Khimki;1;1;A;D;2021/22;3;0
08.08.2021;Dinamo Moscow;CSKA Moscow;2;1;H;W;2021/22;3;1
08.08.2021;CSKA Moscow;Dinamo Moscow;1;2;A;L;2021/22;3;-1
08.08.2021;Rubin Kazan;Akhmat Grozny;2;1;H;W;2021/22;3;1
08.08.2021;Akhmat Grozny;Rubin Kazan;1;2;A;L;2021/22;3;-1
09.08.2021;Sochi;Ural;2;0;H;W;2021/22;3;2
09.08.2021;Ural;Sochi;0;2;A;L;2021/22;3;-2
14.08.2021;Spartak Moscow;Ural;1;0;H;W;2021/22;4;1
14.08.2021;Ural;Spartak Moscow;0;1;A;L;2021/22;4;-1
14.08.2021;Nizhny Novgorod;Ufa;1;2;H;L;2021/22;4;-1
14.08.2021;Ufa;Nizhny Novgorod;2;1;A;W;2021/22;4;1
14.08.2021;Rostov;CSKA Moscow;1;3;H;L;2021/22;4;-2
14.08.2021;CSKA Moscow;Rostov;3;1;A;W;2021/22;4;2
14.08.2021;Akhmat Grozny;Dinamo Moscow;2;1;H;W;2021/22;4;1
14.08.2021;Dinamo Moscow;Akhmat Grozny;1;2;A;L;2021/22;4;-1
15.08.2021;Lokomotiv Moscow;Zenit St Petersburg;1;1;H;D;2021/22;4;0
15.08.2021;Zenit St Petersburg;Lokomotiv Moscow;1;1;A;D;2021/22;4;0
15.08.2021;FK Krasnodar;Arsenal Tula;3;2;H;W;2021/22;4;1
15.08.2021;Arsenal Tula;FK Krasnodar;2;3;A;L;2021/22;4;-1
15.08.2021;Rubin Kazan;Krylia Sovetov;1;1;H;D;2021/22;4;0
15.08.2021;Krylia Sovetov;Rubin Kazan;1;1;A;D;2021/22;4;0
16.08.2021;Sochi;FC Khimki;3;0;H;W;2021/22;4;3
16.08.2021;FC Khimki;Sochi;0;3;A;L;2021/22;4;-3
21.08.2021;CSKA Moscow;Akhmat Grozny;2;0;H;W;2021/22;5;2
21.08.2021;Akhmat Grozny;CSKA Moscow;0;2;A;L;2021/22;5;-2
21.08.2021;Arsenal Tula;Spartak Moscow;1;1;H;D;2021/22;5;0
21.08.2021;Spartak Moscow;Arsenal Tula;1;1;A;D;2021/22;5;0
21.08.2021;Ufa;Zenit St Petersburg;1;1;H;D;2021/22;5;0
21.08.2021;Zenit St Petersburg;Ufa;1;1;A;D;2021/22;5;0
21.08.2021;Ural;Dinamo Moscow;0;1;H;L;2021/22;5;-1
21.08.2021;Dinamo Moscow;Ural;1;0;A;W;2021/22;5;1
21.08.2021;Krylia Sovetov;Sochi;1;0;H;W;2021/22;5;1
21.08.2021;Sochi;Krylia Sovetov;0;1;A;L;2021/22;5;-1
22.08.2021;Lokomotiv Moscow;FK Krasnodar;2;1;H;W;2021/22;5;1
22.08.2021;FK Krasnodar;Lokomotiv Moscow;1;2;A;L;2021/22;5;-1
22.08.2021;Nizhny Novgorod;Rostov;1;2;H;L;2021/22;5;-1
22.08.2021;Rostov;Nizhny Novgorod;2;1;A;W;2021/22;5;1
22.08.2021;FC Khimki;Rubin Kazan;1;1;H;D;2021/22;5;0
22.08.2021;Rubin Kazan;FC Khimki;1;1;A;D;2021/22;5;0
26.08.2021;Ufa;Krylia Sovetov;1;2;H;L;2021/22;6;-1
26.08.2021;Krylia Sovetov;Ufa;2;1;A;W;2021/22;6;1
26.08.2021;Spartak Moscow;Sochi;1;2;H;L;2021/22;6;-1
26.08.2021;Sochi;Spartak Moscow;2;1;A;W;2021/22;6;1
26.08.2021;Akhmat Grozny;Arsenal Tula;2;1;H;W;2021/22;6;1
26.08.2021;Arsenal Tula;Akhmat Grozny;1;2;A;L;2021/22;6;-1
26.08.2021;Zenit St Petersburg;CSKA Moscow;1;0;H;W;2021/22;6;1
26.08.2021;CSKA Moscow;Zenit St Petersburg;0;1;A;L;2021/22;6;-1
27.08.2021;Ural;Rostov;1;1;H;D;2021/22;6;0
27.08.2021;Rostov;Ural;1;1;A;D;2021/22;6;0
27.08.2021;FC Khimki;Nizhny Novgorod;1;1;H;D;2021/22;6;0
27.08.2021;Nizhny Novgorod;FC Khimki;1;1;A;D;2021/22;6;0
27.08.2021;Dinamo Moscow;Lokomotiv Moscow;1;1;H;D;2021/22;6;0
27.08.2021;Lokomotiv Moscow;Dinamo Moscow;1;1;A;D;2021/22;6;0
27.08.2021;FK Krasnodar;Rubin Kazan;2;0;H;W;2021/22;6;2
27.08.2021;Rubin Kazan;FK Krasnodar;0;2;A;L;2021/22;6;-2
11.09.2021;Lokomotiv Moscow;Krylia Sovetov;2;0;H;W;2021/22;7;2
11.09.2021;Krylia Sovetov;Lokomotiv Moscow;0;2;A;L;2021/22;7;-2
11.09.2021;Zenit St Petersburg;Akhmat Grozny;3;1;H;W;2021/22;7;2
11.09.2021;Akhmat Grozny;Zenit St Petersburg;1;3;A;L;2021/22;7;-2
11.09.2021;Spartak Moscow;FC Khimki;3;1;H;W;2021/22;7;2
11.09.2021;FC Khimki;Spartak Moscow;1;3;A;L;2021/22;7;-2
12.09.2021;Arsenal Tula;CSKA Moscow;2;2;H;D;2021/22;7;0
12.09.2021;CSKA Moscow;Arsenal Tula;2;2;A;D;2021/22;7;0
12.09.2021;Sochi;Ufa;3;1;H;W;2021/22;7;2
12.09.2021;Ufa;Sochi;1;3;A;L;2021/22;7;-2
12.09.2021;Dinamo Moscow;Nizhny Novgorod;1;2;H;L;2021/22;7;-1
12.09.2021;Nizhny Novgorod;Dinamo Moscow;2;1;A;W;2021/22;7;1
13.09.2021;Rubin Kazan;Ural;4;0;H;W;2021/22;7;4
13.09.2021;Ural;Rubin Kazan;0;4;A;L;2021/22;7;-4
13.09.2021;Rostov;FK Krasnodar;1;1;H;D;2021/22;7;0
13.09.2021;FK Krasnodar;Rostov;1;1;A;D;2021/22;7;0
18.09.2021;Ufa;FC Khimki;3;2;H;W;2021/22;8;1
18.09.2021;FC Khimki;Ufa;2;3;A;L;2021/22;8;-1
18.09.2021;Krylia Sovetov;Rostov;4;2;H;W;2021/22;8;2
18.09.2021;Rostov;Krylia Sovetov;2;4;A;L;2021/22;8;-2
18.09.2021;Akhmat Grozny;FK Krasnodar;0;2;H;L;2021/22;8;-2
18.09.2021;FK Krasnodar;Akhmat Grozny;2;0;A;W;2021/22;8;2
19.09.2021;Nizhny Novgorod;Arsenal Tula;2;3;H;L;2021/22;8;-1
19.09.2021;Arsenal Tula;Nizhny Novgorod;3;2;A;W;2021/22;8;1
19.09.2021;Sochi;Dinamo Moscow;0;1;H;L;2021/22;8;-1
19.09.2021;Dinamo Moscow;Sochi;1;0;A;W;2021/22;8;1
20.09.2021;Ural;Lokomotiv Moscow;0;0;H;D;2021/22;8;0
20.09.2021;Lokomotiv Moscow;Ural;0;0;A;D;2021/22;8;0
20.09.2021;Rubin Kazan;Zenit St Petersburg;1;3;H;L;2021/22;8;-2
20.09.2021;Zenit St Petersburg;Rubin Kazan;3;1;A;W;2021/22;8;2
20.09.2021;CSKA Moscow;Spartak Moscow;1;0;H;W;2021/22;8;1
20.09.2021;Spartak Moscow;CSKA Moscow;0;1;A;L;2021/22;8;-1
25.09.2021;FC Khimki;Lokomotiv Moscow;0;0;H;D;2021/22;9;0
25.09.2021;Lokomotiv Moscow;FC Khimki;0;0;A;D;2021/22;9;0
25.09.2021;Zenit St Petersburg;Krylia Sovetov;2;1;H;W;2021/22;9;1
25.09.2021;Krylia Sovetov;Zenit St Petersburg;1;2;A;L;2021/22;9;-1
25.09.2021;Spartak Moscow;Ufa;2;0;H;W;2021/22;9;2
25.09.2021;Ufa;Spartak Moscow;0;2;A;L;2021/22;9;-2
26.09.2021;Dinamo Moscow;Rubin Kazan;2;0;H;W;2021/22;9;2
26.09.2021;Rubin Kazan;Dinamo Moscow;0;2;A;L;2021/22;9;-2
26.09.2021;Rostov;Akhmat Grozny;1;2;H;L;2021/22;9;-1
26.09.2021;Akhmat Grozny;Rostov;2;1;A;W;2021/22;9;1
26.09.2021;FK Krasnodar;Sochi;3;0;H;W;2021/22;9;3
26.09.2021;Sochi;FK Krasnodar;0;3;A;L;2021/22;9;-3
27.09.2021;Ural;Arsenal Tula;2;0;H;W;2021/22;9;2
27.09.2021;Arsenal Tula;Ural;0;2;A;L;2021/22;9;-2
27.09.2021;Nizhny Novgorod;CSKA Moscow;0;2;H;L;2021/22;9;-2
27.09.2021;CSKA Moscow;Nizhny Novgorod;2;0;A;W;2021/22;9;2
02.10.2021;Rubin Kazan;Nizhny Novgorod;0;1;H;L;2021/22;10;-1
02.10.2021;Nizhny Novgorod;Rubin Kazan;1;0;A;W;2021/22;10;1
02.10.2021;Dinamo Moscow;Krylia Sovetov;0;1;H;L;2021/22;10;-1
02.10.2021;Krylia Sovetov;Dinamo Moscow;1;0;A;W;2021/22;10;1
02.10.2021;CSKA Moscow;FK Krasnodar;0;0;H;D;2021/22;10;0
02.10.2021;FK Krasnodar;CSKA Moscow;0;0;A;D;2021/22;10;0
02.10.2021;Arsenal Tula;FC Khimki;0;0;H;D;2021/22;10;0
02.10.2021;FC Khimki;Arsenal Tula;0;0;A;D;2021/22;10;0
03.10.2021;Ufa;Ural;0;1;H;L;2021/22;10;-1
03.10.2021;Ural;Ufa;1;0;A;W;2021/22;10;1
03.10.2021;Zenit St Petersburg;Sochi;1;2;H;L;2021/22;10;-1
03.10.2021;Sochi;Zenit St Petersburg;2;1;A;W;2021/22;10;1
03.10.2021;Lokomotiv Moscow;Rostov;1;2;H;L;2021/22;10;-1
03.10.2021;Rostov;Lokomotiv Moscow;2;1;A;W;2021/22;10;1
03.10.2021;Akhmat Grozny;Spartak Moscow;0;1;H;L;2021/22;10;-1
03.10.2021;Spartak Moscow;Akhmat Grozny;1;0;A;W;2021/22;10;1
16.10.2021;Arsenal Tula;Zenit St Petersburg;2;1;H;W;2021/22;11;1
16.10.2021;Zenit St Petersburg;Arsenal Tula;1;2;A;L;2021/22;11;-1
16.10.2021;Rubin Kazan;Lokomotiv Moscow;2;2;H;D;2021/22;11;0
16.10.2021;Lokomotiv Moscow;Rubin Kazan;2;2;A;D;2021/22;11;0
16.10.2021;Spartak Moscow;Dinamo Moscow;2;2;H;D;2021/22;11;0
16.10.2021;Dinamo Moscow;Spartak Moscow;2;2;A;D;2021/22;11;0
16.10.2021;Sochi;Rostov;3;2;H;W;2021/22;11;1
16.10.2021;Rostov;Sochi;2;3;A;L;2021/22;11;-1
17.10.2021;Ural;CSKA Moscow;0;1;H;L;2021/22;11;-1
17.10.2021;CSKA Moscow;Ural;1;0;A;W;2021/22;11;1
17.10.2021;Krylia Sovetov;Nizhny Novgorod;2;0;H;W;2021/22;11;2
17.10.2021;Nizhny Novgorod;Krylia Sovetov;0;2;A;L;2021/22;11;-2
17.10.2021;FC Khimki;Akhmat Grozny;2;0;H;W;2021/22;11;2
17.10.2021;Akhmat Grozny;FC Khimki;0;2;A;L;2021/22;11;-2
17.10.2021;FK Krasnodar;Ufa;1;1;H;D;2021/22;11;0
17.10.2021;Ufa;FK Krasnodar;1;1;A;D;2021/22;11;0
22.10.2021;Dinamo Moscow;FC Khimki;4;1;H;W;2021/22;12;3
22.10.2021;FC Khimki;Dinamo Moscow;1;4;A;L;2021/22;12;-3
23.10.2021;Nizhny Novgorod;FK Krasnodar;1;4;H;L;2021/22;12;-3
23.10.2021;FK Krasnodar;Nizhny Novgorod;4;1;A;W;2021/22;12;3
23.10.2021;Rostov;Arsenal Tula;4;0;H;W;2021/22;12;4
23.10.2021;Arsenal Tula;Rostov;0;4;A;L;2021/22;12;-4
23.10.2021;CSKA Moscow;Krylia Sovetov;3;1;H;W;2021/22;12;2
23.10.2021;Krylia Sovetov;CSKA Moscow;1;3;A;L;2021/22;12;-2
24.10.2021;Ufa;Rubin Kazan;1;1;H;D;2021/22;12;0
24.10.2021;Rubin Kazan;Ufa;1;1;A;D;2021/22;12;0
24.10.2021;Akhmat Grozny;Ural;1;0;H;W;2021/22;12;1
24.10.2021;Ural;Akhmat Grozny;0;1;A;L;2021/22;12;-1
24.10.2021;Zenit St Petersburg;Spartak Moscow;7;1;H;W;2021/22;12;6
24.10.2021;Spartak Moscow;Zenit St Petersburg;1;7;A;L;2021/22;12;-6
25.10.2021;Lokomotiv Moscow;Sochi;2;1;H;W;2021/22;12;1
25.10.2021;Sochi;Lokomotiv Moscow;1;2;A;L;2021/22;12;-1
29.10.2021;Zenit St Petersburg;Dinamo Moscow;4;1;H;W;2021/22;13;3
29.10.2021;Dinamo Moscow;Zenit St Petersburg;1;4;A;L;2021/22;13;-3
30.10.2021;Rubin Kazan;CSKA Moscow;1;0;H;W;2021/22;13;1
30.10.2021;CSKA Moscow;Rubin Kazan;0;1;A;L;2021/22;13;-1
30.10.2021;Spartak Moscow;Rostov;1;1;H;D;2021/22;13;0
30.10.2021;Rostov;Spartak Moscow;1;1;A;D;2021/22;13;0
30.10.2021;FK Krasnodar;Krylia Sovetov;0;1;H;L;2021/22;13;-1
30.10.2021;Krylia Sovetov;FK Krasnodar;1;0;A;W;2021/22;13;1
30.10.2021;Nizhny Novgorod;Lokomotiv Moscow;1;2;H;L;2021/22;13;-1
30.10.2021;Lokomotiv Moscow;Nizhny Novgorod;2;1;A;W;2021/22;13;1
31.10.2021;Ufa;Akhmat Grozny;1;0;H;W;2021/22;13;1
31.10.2021;Akhmat Grozny;Ufa;0;1;A;L;2021/22;13;-1
